Name,playerid,HR,week_start,week_end
"dejong, paul",657557,2,2023-05-11,2023-05-17
"laureano, ramón",657656,2,2023-05-11,2023-05-17
"sheets, gavin",657757,2,2023-05-11,2023-05-17
"ohtani, shohei",660271,1,2023-05-11,2023-05-17
"acuña, ronald",660670,4,2023-05-11,2023-05-17
"varsho, daulton",662139,1,2023-05-11,2023-05-17
"riley, austin",663586,1,2023-05-11,2023-05-17
"larnach, trevor",663616,2,2023-05-11,2023-05-17
"mountcastle, ryan",663624,1,2023-05-11,2023-05-17
"raleigh, cal",663728,2,2023-05-11,2023-05-17
"stephenson, tyler",663886,1,2023-05-11,2023-05-17
"lowe, nathaniel",663993,1,2023-05-11,2023-05-17
"lowe, brandon",664040,1,2023-05-11,2023-05-17
"bohm, alec",664761,2,2023-05-11,2023-05-17
"tatís, fernando",665487,1,2023-05-11,2023-05-17
"soto, juan",665742,1,2023-05-11,2023-05-17
"cabrera, oswaldo",665828,1,2023-05-11,2023-05-17
"valdez, enmanuel",665839,1,2023-05-11,2023-05-17
"chisholm, jazz",665862,2,2023-05-11,2023-05-17
"ruiz, esteury",665923,1,2023-05-11,2023-05-17
"giménez, andrés",665926,1,2023-05-11,2023-05-17
"fermin, freddy",666023,1,2023-05-11,2023-05-17
"kirilloff, alex",666135,2,2023-05-11,2023-05-17
"lowe, josh",666139,2,2023-05-11,2023-05-17
"fletcher, dominic",666150,2,2023-05-11,2023-05-17
"moniak, mickey",666160,2,2023-05-11,2023-05-17
"trammell, taylor",666211,1,2023-05-11,2023-05-17
"morel, christopher",666624,4,2023-05-11,2023-05-17
"castro, rodolfo",666801,1,2023-05-11,2023-05-17
"garcía, adolis",666969,4,2023-05-11,2023-05-17
"gurriel, lourdes",666971,2,2023-05-11,2023-05-17
"rooker, brent",667670,1,2023-05-11,2023-05-17
"arozarena, randy",668227,1,2023-05-11,2023-05-17
"rogers, jake",668670,1,2023-05-11,2023-05-17
"steer, spencer",668715,1,2023-05-11,2023-05-17
"knizner, andrew",668800,2,2023-05-11,2023-05-17
"vientos, mark",668901,1,2023-05-11,2023-05-17
"turang, brice",668930,1,2023-05-11,2023-05-17
"rutschman, adley",668939,1,2023-05-11,2023-05-17
"langeliers, shea",669127,1,2023-05-11,2023-05-17
"murphy, sean",669221,1,2023-05-11,2023-05-17
"senzel, nick",669222,1,2023-05-11,2023-05-17
"edman, tommy",669242,1,2023-05-11,2023-05-17
"smith, will",669257,1,2023-05-11,2023-05-17
"gorman, nolan",669357,2,2023-05-11,2023-05-17
"burger, jake",669394,3,2023-05-11,2023-05-17
"allen, nick",669397,1,2023-05-11,2023-05-17
"schmitt, casey",669477,1,2023-05-11,2023-05-17
"hays, austin",669720,1,2023-05-11,2023-05-17
"mervis, matt",670223,1,2023-05-11,2023-05-17
"álvarez, yordan",670541,1,2023-05-11,2023-05-17
"paredes, isaac",670623,2,2023-05-11,2023-05-17
"brosseau, mike",670712,1,2023-05-11,2023-05-17
"walls, taylor",670764,1,2023-05-11,2023-05-17
"casas, triston",671213,1,2023-05-11,2023-05-17
"kelenic, jarred",672284,1,2023-05-11,2023-05-17
"perdomo, geraldo",672695,1,2023-05-11,2023-05-17
"diaz, yainer",673237,1,2023-05-11,2023-05-17
"robert, luis",673357,4,2023-05-11,2023-05-17
"kim, ha-seong",673490,1,2023-05-11,2023-05-17
"suzuki, seiya",673548,4,2023-05-11,2023-05-17
"smith, kevin",675656,1,2023-05-11,2023-05-17
"noda, ryan",676116,1,2023-05-11,2023-05-17
"meyers, jake",676694,1,2023-05-11,2023-05-17
"rodríguez, julio",677594,1,2023-05-11,2023-05-17
"duran, ezequiel",677649,2,2023-05-11,2023-05-17
"witt, bobby",677951,1,2023-05-11,2023-05-17
"tovar, ezequiel",678662,1,2023-05-11,2023-05-17
"duran, jarren",680776,1,2023-05-11,2023-05-17
"burdick, peyton",680814,1,2023-05-11,2023-05-17
"miller, owen",680911,1,2023-05-11,2023-05-17
"stott, bryson",681082,1,2023-05-11,2023-05-17
"outman, james",681546,1,2023-05-11,2023-05-17
"álvarez, francisco",682626,1,2023-05-11,2023-05-17
"abrams, cj",682928,2,2023-05-11,2023-05-17
"carroll, corbin",682998,1,2023-05-11,2023-05-17
"henderson, gunnar",683002,1,2023-05-11,2023-05-17
"volpe, anthony",683011,2,2023-05-11,2023-05-17
"baty, brett",683146,1,2023-05-11,2023-05-17
"vaughn, andrew",683734,1,2023-05-11,2023-05-17
"pasquantino, vinnie",686469,1,2023-05-11,2023-05-17
"doyle, brenton",686668,3,2023-05-11,2023-05-17
"massey, michael",686681,1,2023-05-11,2023-05-17
"wiemer, joey",686894,1,2023-05-11,2023-05-17
"neto, zach",687263,1,2023-05-11,2023-05-17
"longoria, evan",446334,1,2023-05-18,2023-05-24
"maldonado, martín",455117,1,2023-05-18,2023-05-24
"martinez, j. d.",502110,4,2023-05-18,2023-05-24
"goldschmidt, paul",502671,2,2023-05-18,2023-05-24
"marte, starling",516782,1,2023-05-18,2023-05-24
"d'arnaud, travis",518595,1,2023-05-18,2023-05-24
"freeman, freddie",518692,2,2023-05-18,2023-05-24
"grandal, yasmani",518735,1,2023-05-18,2023-05-24
"heyward, jason",518792,1,2023-05-18,2023-05-24
"rizzo, anthony",519203,2,2023-05-18,2023-05-24
"pérez, salvador",521692,2,2023-05-18,2023-05-24
"bethancourt, christian",542194,1,2023-05-18,2023-05-24
"ozuna, marcell",542303,1,2023-05-18,2023-05-24
"semien, marcus",543760,1,2023-05-18,2023-05-24
"springer, george",543807,2,2023-05-18,2023-05-24
"vargas, ildemaro",545121,1,2023-05-18,2023-05-24
"trout, mike",545361,3,2023-05-18,2023-05-24
"díaz, elías",553869,2,2023-05-18,2023-05-24
"suárez, eugenio",553993,1,2023-05-18,2023-05-24
"arenado, nolan",571448,1,2023-05-18,2023-05-24
"maile, luke",571912,1,2023-05-18,2023-05-24
"muncy, max",571970,1,2023-05-18,2023-05-24
"taylor, michael",572191,1,2023-05-18,2023-05-24
"zunino, mike",572287,1,2023-05-18,2023-05-24
"carpenter, matt",572761,1,2023-05-18,2023-05-24
"contreras, willson",575929,2,2023-05-18,2023-05-24
"judge, aaron",592450,3,2023-05-18,2023-05-24
"rosario, eddie",592696,1,2023-05-18,2023-05-24
"merrifield, whit",593160,1,2023-05-18,2023-05-24
"bogaerts, xander",593428,1,2023-05-18,2023-05-24
"lindor, francisco",596019,1,2023-05-18,2023-05-24
"odor, rougned",596059,1,2023-05-18,2023-05-24
"bradley, jackie",598265,1,2023-05-18,2023-05-24
"candelario, jeimer",600869,2,2023-05-18,2023-05-24
"anderson, brian",605119,2,2023-05-18,2023-05-24
"betts, mookie",605141,2,2023-05-18,2023-05-24
"davis, j. d.",605204,1,2023-05-18,2023-05-24
"hernández, teoscar",606192,1,2023-05-18,2023-05-24
"marte, ketel",606466,1,2023-05-18,2023-05-24
"nimmo, brandon",607043,1,2023-05-18,2023-05-24
"turner, trea",607208,1,2023-05-18,2023-05-24
"ramírez, josé",608070,2,2023-05-18,2023-05-24
"gallo, joey",608336,1,2023-05-18,2023-05-24
"seager, corey",608369,2,2023-05-18,2023-05-24
"swanson, dansby",621020,1,2023-05-18,2023-05-24
"buxton, byron",621439,1,2023-05-18,2023-05-24
"olson, matt",621566,3,2023-05-18,2023-05-24
"ramírez, harold",623912,1,2023-05-18,2023-05-24
"santander, anthony",623993,2,2023-05-18,2023-05-24
"alonso, pete",624413,3,2023-05-18,2023-05-24
"biggio, cavan",624415,1,2023-05-18,2023-05-24
"conforto, michael",624424,2,2023-05-18,2023-05-24
"frazier, adam",624428,2,2023-05-18,2023-05-24
"soler, jorge",624585,3,2023-05-18,2023-05-24
"cronenworth, jake",630105,1,2023-05-18,2023-05-24
"crawford, j. p.",641487,1,2023-05-18,2023-05-24
"davis, jonathan",641505,1,2023-05-18,2023-05-24
"dixon, brandon",641525,1,2023-05-18,2023-05-24
"tellez, rowdy",642133,2,2023-05-18,2023-05-24
"thaiss, matt",642136,1,2023-05-18,2023-05-24
"siri, josé",642350,2,2023-05-18,2023-05-24
"adames, willy",642715,2,2023-05-18,2023-05-24
"cooper, garrett",643265,1,2023-05-18,2023-05-24
"dubón, mauricio",643289,1,2023-05-18,2023-05-24
"jansen, danny",643376,2,2023-05-18,2023-05-24
"kiner-falefa, isiah",643396,2,2023-05-18,2023-05-24
"devers, rafael",646240,2,2023-05-18,2023-05-24
"naylor, josh",647304,1,2023-05-18,2023-05-24
"torres, gleyber",650402,3,2023-05-18,2023-05-24
"castro, willi",650489,1,2023-05-18,2023-05-24
"díaz, yandy",650490,1,2023-05-18,2023-05-24
"de la cruz, bryan",650559,2,2023-05-18,2023-05-24
"adams, riley",656180,1,2023-05-18,2023-05-24
"chapman, matt",656305,2,2023-05-18,2023-05-24
"mckinstry, zach",656716,1,2023-05-18,2023-05-24
"mullins, cedric",656775,2,2023-05-18,2023-05-24
"o'hearn, ryan",656811,1,2023-05-18,2023-05-24
"schwarber, kyle",656941,2,2023-05-18,2023-05-24
"smith, pavin",656976,2,2023-05-18,2023-05-24
"thomas, lane",657041,2,2023-05-18,2023-05-24
"wong, connor",657136,1,2023-05-18,2023-05-24
"dejong, paul",657557,3,2023-05-18,2023-05-24
"ohtani, shohei",660271,3,2023-05-18,2023-05-24
"ruiz, keibert",660688,1,2023-05-18,2023-05-24
"yepez, juan",660766,1,2023-05-18,2023-05-24
"contreras, william",661388,1,2023-05-18,2023-05-24
"varsho, daulton",662139,1,2023-05-18,2023-05-24
"nootbaar, lars",663457,1,2023-05-18,2023-05-24
"hoerner, nico",663538,1,2023-05-18,2023-05-24
"mountcastle, ryan",663624,2,2023-05-18,2023-05-24
"tucker, kyle",663656,1,2023-05-18,2023-05-24
"fortes, nick",663743,1,2023-05-18,2023-05-24
"vierling, matt",663837,2,2023-05-18,2023-05-24
"france, ty",664034,1,2023-05-18,2023-05-24
"bader, harrison",664056,2,2023-05-18,2023-05-24
"garlick, kyle",664247,1,2023-05-18,2023-05-24
"clemens, kody",665019,1,2023-05-18,2023-05-24
"maton, nick",665155,1,2023-05-18,2023-05-24
"tatís, fernando",665487,2,2023-05-18,2023-05-24
"guerrero, vladimir",665489,1,2023-05-18,2023-05-24
"soto, juan",665742,2,2023-05-18,2023-05-24
"valdez, enmanuel",665839,1,2023-05-18,2023-05-24
"kirilloff, alex",666135,1,2023-05-18,2023-05-24
"lowe, josh",666139,2,2023-05-18,2023-05-24
"moniak, mickey",666160,2,2023-05-18,2023-05-24
"bichette, bo",666182,1,2023-05-18,2023-05-24
"julien, edouard",666397,1,2023-05-18,2023-05-24
"morel, christopher",666624,4,2023-05-18,2023-05-24
"garcía, adolis",666969,1,2023-05-18,2023-05-24
"gurriel, lourdes",666971,1,2023-05-18,2023-05-24
"julks, corey",667452,1,2023-05-18,2023-05-24
"arozarena, randy",668227,1,2023-05-18,2023-05-24
"steer, spencer",668715,1,2023-05-18,2023-05-24
"baddoo, akil",668731,1,2023-05-18,2023-05-24
"reynolds, bryan",668804,1,2023-05-18,2023-05-24
"rutschman, adley",668939,1,2023-05-18,2023-05-24
"gorman, nolan",669357,3,2023-05-18,2023-05-24
"smith, josh",669701,1,2023-05-18,2023-05-24
"raley, luke",670042,2,2023-05-18,2023-05-24
"short, zack",670097,1,2023-05-18,2023-05-24
"mervis, matt",670223,1,2023-05-18,2023-05-24
"álvarez, yordan",670541,3,2023-05-18,2023-05-24
"paredes, isaac",670623,1,2023-05-18,2023-05-24
"bailey, patrick",672275,1,2023-05-18,2023-05-24
"kelenic, jarred",672284,2,2023-05-18,2023-05-24
"arias, gabriel",672356,2,2023-05-18,2023-05-24
"moreno, gabriel",672515,1,2023-05-18,2023-05-24
"perdomo, geraldo",672695,1,2023-05-18,2023-05-24
"marcano, tucupita",672779,1,2023-05-18,2023-05-24
"robert, luis",673357,1,2023-05-18,2023-05-24
"kim, ha-seong",673490,1,2023-05-18,2023-05-24
"suzuki, seiya",673548,1,2023-05-18,2023-05-24
"jung, josh",673962,3,2023-05-18,2023-05-24
"caballero, josé",676609,2,2023-05-18,2023-05-24
"duran, ezequiel",677649,1,2023-05-18,2023-05-24
"torkelson, spencer",679529,1,2023-05-18,2023-05-24
"mclain, matt",680574,2,2023-05-18,2023-05-24
"jeffers, ryan",680777,1,2023-05-18,2023-05-24
"miller, owen",680911,3,2023-05-18,2023-05-24
"donovan, brendan",680977,1,2023-05-18,2023-05-24
"stott, bryson",681082,2,2023-05-18,2023-05-24
"álvarez, francisco",682626,2,2023-05-18,2023-05-24
"abrams, cj",682928,1,2023-05-18,2023-05-24
"greene, riley",682985,2,2023-05-18,2023-05-24
"carroll, corbin",682998,1,2023-05-18,2023-05-24
"henderson, gunnar",683002,1,2023-05-18,2023-05-24
"volpe, anthony",683011,1,2023-05-18,2023-05-24
"baty, brett",683146,1,2023-05-18,2023-05-24
"pasquantino, vinnie",686469,1,2023-05-18,2023-05-24
"massey, michael",686681,1,2023-05-18,2023-05-24
"brennan, will",686823,1,2023-05-18,2023-05-24
"wiemer, joey",686894,1,2023-05-18,2023-05-24
"neto, zach",687263,1,2023-05-18,2023-05-24
"longoria, evan",446334,1,2023-05-25,2023-05-31
"blackmon, charlie",453568,2,2023-05-25,2023-05-31
"mccutchen, andrew",457705,1,2023-05-25,2023-05-31
"turner, justin",457759,1,2023-05-25,2023-05-31
"santana, carlos",467793,1,2023-05-25,2023-05-31
"martinez, j. d.",502110,3,2023-05-25,2023-05-31
"goldschmidt, paul",502671,1,2023-05-25,2023-05-31
"altuve, josé",514888,2,2023-05-25,2023-05-31
"freeman, freddie",518692,1,2023-05-25,2023-05-31
"heyward, jason",518792,1,2023-05-25,2023-05-31
"lemahieu, dj",518934,1,2023-05-25,2023-05-31
"pérez, salvador",521692,1,2023-05-25,2023-05-31
"ozuna, marcell",542303,2,2023-05-25,2023-05-31
"grossman, robbie",543257,1,2023-05-25,2023-05-31
"trout, mike",545361,1,2023-05-25,2023-05-31
"harper, bryce",547180,1,2023-05-25,2023-05-31
"abreu, josé",547989,1,2023-05-25,2023-05-31
"díaz, elías",553869,1,2023-05-25,2023-05-31
"suárez, eugenio",553993,1,2023-05-25,2023-05-31
"urshela, gio",570482,1,2023-05-25,2023-05-31
"haniger, mitch",571745,2,2023-05-25,2023-05-31
"hernández, enrique",571771,1,2023-05-25,2023-05-31
"muncy, max",571970,2,2023-05-25,2023-05-31
"thompson, trayce",572204,1,2023-05-25,2023-05-31
"walker, christian",572233,1,2023-05-25,2023-05-31
"dickerson, corey",572816,1,2023-05-25,2023-05-31
"yastrzemski, mike",573262,1,2023-05-25,2023-05-31
"canha, mark",592192,1,2023-05-25,2023-05-31
"drury, brandon",592273,2,2023-05-25,2023-05-31
"judge, aaron",592450,4,2023-05-25,2023-05-31
"kiermaier, kevin",595281,1,2023-05-25,2023-05-31
"wallach, chad",595453,1,2023-05-25,2023-05-31
"lindor, francisco",596019,3,2023-05-25,2023-05-31
"odor, rougned",596059,2,2023-05-25,2023-05-31
"slater, austin",596103,1,2023-05-25,2023-05-31
"sánchez, gary",596142,1,2023-05-25,2023-05-31
"candelario, jeimer",600869,1,2023-05-25,2023-05-31
"bell, josh",605137,1,2023-05-25,2023-05-31
"betts, mookie",605141,2,2023-05-25,2023-05-31
"davis, j. d.",605204,1,2023-05-25,2023-05-31
"marte, ketel",606466,2,2023-05-25,2023-05-31
"pillar, kevin",607680,1,2023-05-25,2023-05-31
"bregman, alex",608324,1,2023-05-25,2023-05-31
"seager, corey",608369,2,2023-05-25,2023-05-31
"swanson, dansby",621020,1,2023-05-25,2023-05-31
"taylor, chris",621035,2,2023-05-25,2023-05-31
"ward, taylor",621493,2,2023-05-25,2023-05-31
"wisdom, patrick",621550,2,2023-05-25,2023-05-31
"olson, matt",621566,3,2023-05-25,2023-05-31
"ramírez, harold",623912,1,2023-05-25,2023-05-31
"santander, anthony",623993,1,2023-05-25,2023-05-31
"alonso, pete",624413,2,2023-05-25,2023-05-31
"biggio, cavan",624415,1,2023-05-25,2023-05-31
"conforto, michael",624424,1,2023-05-25,2023-05-31
"soler, jorge",624585,3,2023-05-25,2023-05-31
"sosa, edmundo",624641,1,2023-05-25,2023-05-31
"ibáñez, andy",628451,1,2023-05-25,2023-05-31
"cronenworth, jake",630105,1,2023-05-25,2023-05-31
"bauers, jake",641343,1,2023-05-25,2023-05-31
"crawford, j. p.",641487,1,2023-05-25,2023-05-31
"mcmahon, ryan",641857,4,2023-05-25,2023-05-31
"thaiss, matt",642136,1,2023-05-25,2023-05-31
"siri, josé",642350,2,2023-05-25,2023-05-31
"cooper, garrett",643265,1,2023-05-25,2023-05-31
"albies, ozzie",645277,1,2023-05-25,2023-05-31
"naylor, josh",647304,1,2023-05-25,2023-05-31
"toro, abraham",647351,1,2023-05-25,2023-05-31
"jiménez, eloy",650391,1,2023-05-25,2023-05-31
"castro, willi",650489,2,2023-05-25,2023-05-31
"díaz, yandy",650490,1,2023-05-25,2023-05-31
"de la cruz, bryan",650559,2,2023-05-25,2023-05-31
"allen, greg",656185,1,2023-05-25,2023-05-31
"joe, connor",656582,1,2023-05-25,2023-05-31
"mckinstry, zach",656716,1,2023-05-25,2023-05-31
"schwarber, kyle",656941,1,2023-05-25,2023-05-31
"smith, pavin",656976,1,2023-05-25,2023-05-31
"thomas, lane",657041,1,2023-05-25,2023-05-31
"sheets, gavin",657757,1,2023-05-25,2023-05-31
"olivares, edward",658668,1,2023-05-25,2023-05-31
"ohtani, shohei",660271,3,2023-05-25,2023-05-31
"ruiz, keibert",660688,3,2023-05-25,2023-05-31
"contreras, william",661388,2,2023-05-25,2023-05-31
"varsho, daulton",662139,1,2023-05-25,2023-05-31
"hoerner, nico",663538,1,2023-05-25,2023-05-31
"riley, austin",663586,3,2023-05-25,2023-05-31
"hayes, ke'bryan",663647,1,2023-05-25,2023-05-31
"india, jonathan",663697,2,2023-05-25,2023-05-31
"raleigh, cal",663728,1,2023-05-25,2023-05-31
"fortes, nick",663743,1,2023-05-25,2023-05-31
"grisham, trent",663757,1,2023-05-25,2023-05-31
"gonzalez, romy",663853,3,2023-05-25,2023-05-31
"france, ty",664034,2,2023-05-25,2023-05-31
"lowe, brandon",664040,1,2023-05-25,2023-05-31
"bader, harrison",664056,1,2023-05-25,2023-05-31
"bohm, alec",664761,1,2023-05-25,2023-05-31
"brown, seth",664913,2,2023-05-25,2023-05-31
"peña, jeremy",665161,2,2023-05-25,2023-05-31
"tatís, fernando",665487,2,2023-05-25,2023-05-31
"soto, juan",665742,1,2023-05-25,2023-05-31
"taveras, leody",665750,1,2023-05-25,2023-05-31
"valdez, enmanuel",665839,1,2023-05-25,2023-05-31
"jones, nolan",666134,1,2023-05-25,2023-05-31
"sabol, blake",666165,1,2023-05-25,2023-05-31
"bichette, bo",666182,2,2023-05-25,2023-05-31
"julien, edouard",666397,1,2023-05-25,2023-05-31
"gurriel, lourdes",666971,1,2023-05-25,2023-05-31
"rogers, jake",668670,1,2023-05-25,2023-05-31
"steer, spencer",668715,2,2023-05-25,2023-05-31
"baddoo, akil",668731,2,2023-05-25,2023-05-31
"knizner, andrew",668800,1,2023-05-25,2023-05-31
"reynolds, bryan",668804,1,2023-05-25,2023-05-31
"lewis, royce",668904,1,2023-05-25,2023-05-31
"rutschman, adley",668939,1,2023-05-25,2023-05-31
"melendez, mj",669004,1,2023-05-25,2023-05-31
"marsh, brandon",669016,1,2023-05-25,2023-05-31
"murphy, sean",669221,1,2023-05-25,2023-05-31
"smith, will",669257,1,2023-05-25,2023-05-31
"suwinski, jack",669261,4,2023-05-25,2023-05-31
"burger, jake",669394,1,2023-05-25,2023-05-31
"hays, austin",669720,1,2023-05-25,2023-05-31
"short, zack",670097,1,2023-05-25,2023-05-31
"wallner, matt",670242,1,2023-05-25,2023-05-31
"álvarez, yordan",670541,2,2023-05-25,2023-05-31
"paredes, isaac",670623,1,2023-05-25,2023-05-31
"garcía, luis",671277,1,2023-05-25,2023-05-31
"harris, michael",671739,1,2023-05-25,2023-05-31
"bailey, patrick",672275,1,2023-05-25,2023-05-31
"arias, gabriel",672356,1,2023-05-25,2023-05-31
"perdomo, geraldo",672695,1,2023-05-25,2023-05-31
"marcano, tucupita",672779,1,2023-05-25,2023-05-31
"diaz, yainer",673237,1,2023-05-25,2023-05-31
"jung, josh",673962,1,2023-05-25,2023-05-31
"noda, ryan",676116,2,2023-05-25,2023-05-31
"burleson, alec",676475,1,2023-05-25,2023-05-31
"barrero, josé",676480,1,2023-05-25,2023-05-31
"meyers, jake",676694,2,2023-05-25,2023-05-31
"mccormick, chas",676801,2,2023-05-25,2023-05-31
"rodríguez, julio",677594,3,2023-05-25,2023-05-31
"witt, bobby",677951,3,2023-05-25,2023-05-31
"vargas, miguel",678246,1,2023-05-25,2023-05-31
"jeffers, ryan",680777,1,2023-05-25,2023-05-31
"donovan, brendan",680977,1,2023-05-25,2023-05-31
"álvarez, francisco",682626,2,2023-05-25,2023-05-31
"abrams, cj",682928,1,2023-05-25,2023-05-31
"carroll, corbin",682998,2,2023-05-25,2023-05-31
"volpe, anthony",683011,1,2023-05-25,2023-05-31
"vaughn, andrew",683734,2,2023-05-25,2023-05-31
"massey, michael",686681,1,2023-05-25,2023-05-31
"wisely, brett",689172,1,2023-05-25,2023-05-31
"yoshida, masataka",807799,1,2023-05-25,2023-05-31
"longoria, evan",446334,1,2023-06-01,2023-06-07
"turner, justin",457759,1,2023-06-01,2023-06-07
"belt, brandon",474832,2,2023-06-01,2023-06-07
"pham, tommy",502054,3,2023-06-01,2023-06-07
"martinez, j. d.",502110,3,2023-06-01,2023-06-07
"marte, starling",516782,1,2023-06-01,2023-06-07
"donaldson, josh",518626,3,2023-06-01,2023-06-07
"freeman, freddie",518692,1,2023-06-01,2023-06-07
"stanton, giancarlo",519317,1,2023-06-01,2023-06-07
"gomes, yan",543228,1,2023-06-01,2023-06-07
"hicks, aaron",543305,1,2023-06-01,2023-06-07
"mccann, james",543510,1,2023-06-01,2023-06-07
"semien, marcus",543760,1,2023-06-01,2023-06-07
"springer, george",543807,2,2023-06-01,2023-06-07
"vargas, ildemaro",545121,1,2023-06-01,2023-06-07
"trout, mike",545361,1,2023-06-01,2023-06-07
"arenado, nolan",571448,2,2023-06-01,2023-06-07
"hernández, enrique",571771,1,2023-06-01,2023-06-07
"muncy, max",571970,1,2023-06-01,2023-06-07
"taylor, michael",572191,1,2023-06-01,2023-06-07
"contreras, willson",575929,2,2023-06-01,2023-06-07
"canha, mark",592192,1,2023-06-01,2023-06-07
"castellanos, nick",592206,2,2023-06-01,2023-06-07
"drury, brandon",592273,1,2023-06-01,2023-06-07
"judge, aaron",592450,1,2023-06-01,2023-06-07
"realmuto, j. t.",592663,2,2023-06-01,2023-06-07
"renfroe, hunter",592669,1,2023-06-01,2023-06-07
"rosario, eddie",592696,3,2023-06-01,2023-06-07
"polanco, jorge",593871,1,2023-06-01,2023-06-07
"lindor, francisco",596019,1,2023-06-01,2023-06-07
"sánchez, gary",596142,3,2023-06-01,2023-06-07
"betts, mookie",605141,3,2023-06-01,2023-06-07
"caratini, víctor",605170,1,2023-06-01,2023-06-07
"hernández, teoscar",606192,1,2023-06-01,2023-06-07
"marte, ketel",606466,1,2023-06-01,2023-06-07
"peterson, jace",607054,2,2023-06-01,2023-06-07
"turner, trea",607208,2,2023-06-01,2023-06-07
"bregman, alex",608324,1,2023-06-01,2023-06-07
"seager, corey",608369,1,2023-06-01,2023-06-07
"swanson, dansby",621020,1,2023-06-01,2023-06-07
"ward, taylor",621493,1,2023-06-01,2023-06-07
"alonso, pete",624413,2,2023-06-01,2023-06-07
"bauers, jake",641343,2,2023-06-01,2023-06-07
"fraley, jake",641584,2,2023-06-01,2023-06-07
"garver, mitch",641598,1,2023-06-01,2023-06-07
"heim, jonah",641680,1,2023-06-01,2023-06-07
"mancini, trey",641820,1,2023-06-01,2023-06-07
"mcmahon, ryan",641857,1,2023-06-01,2023-06-07
"palacios, joshua",641943,1,2023-06-01,2023-06-07
"siri, josé",642350,1,2023-06-01,2023-06-07
"adames, willy",642715,1,2023-06-01,2023-06-07
"cooper, garrett",643265,1,2023-06-01,2023-06-07
"dubón, mauricio",643289,1,2023-06-01,2023-06-07
"albies, ozzie",645277,2,2023-06-01,2023-06-07
"castro, willi",650489,1,2023-06-01,2023-06-07
"de la cruz, bryan",650559,1,2023-06-01,2023-06-07
"rengifo, luis",650859,2,2023-06-01,2023-06-07
"monasterio, andruw",655316,1,2023-06-01,2023-06-07
"chapman, matt",656305,1,2023-06-01,2023-06-07
"ellis, drew",656403,2,2023-06-01,2023-06-07
"fairchild, stuart",656413,1,2023-06-01,2023-06-07
"garrett, stone",656448,1,2023-06-01,2023-06-07
"o'hearn, ryan",656811,1,2023-06-01,2023-06-07
"schwarber, kyle",656941,3,2023-06-01,2023-06-07
"smith, pavin",656976,1,2023-06-01,2023-06-07
"thomas, lane",657041,1,2023-06-01,2023-06-07
"wong, connor",657136,1,2023-06-01,2023-06-07
"olivares, edward",658668,1,2023-06-01,2023-06-07
"ohtani, shohei",660271,1,2023-06-01,2023-06-07
"acuña, ronald",660670,1,2023-06-01,2023-06-07
"sánchez, jesús",660821,3,2023-06-01,2023-06-07
"contreras, william",661388,1,2023-06-01,2023-06-07
"varsho, daulton",662139,3,2023-06-01,2023-06-07
"perkins, blake",663368,1,2023-06-01,2023-06-07
"hayes, ke'bryan",663647,2,2023-06-01,2023-06-07
"tucker, kyle",663656,1,2023-06-01,2023-06-07
"india, jonathan",663697,1,2023-06-01,2023-06-07
"stephenson, tyler",663886,2,2023-06-01,2023-06-07
"lowe, nathaniel",663993,2,2023-06-01,2023-06-07
"wade, lamonte",664774,1,2023-06-01,2023-06-07
"zavala, seby",664874,2,2023-06-01,2023-06-07
"maton, nick",665155,1,2023-06-01,2023-06-07
"tatís, fernando",665487,2,2023-06-01,2023-06-07
"guerrero, vladimir",665489,1,2023-06-01,2023-06-07
"taveras, leody",665750,1,2023-06-01,2023-06-07
"amaya, miguel",665804,1,2023-06-01,2023-06-07
"cabrera, oswaldo",665828,1,2023-06-01,2023-06-07
"jones, nolan",666134,1,2023-06-01,2023-06-07
"sabol, blake",666165,1,2023-06-01,2023-06-07
"benson, will",666181,1,2023-06-01,2023-06-07
"bichette, bo",666182,3,2023-06-01,2023-06-07
"castro, rodolfo",666801,1,2023-06-01,2023-06-07
"garcía, adolis",666969,1,2023-06-01,2023-06-07
"julks, corey",667452,2,2023-06-01,2023-06-07
"rooker, brent",667670,1,2023-06-01,2023-06-07
"arozarena, randy",668227,1,2023-06-01,2023-06-07
"pratto, nick",668472,2,2023-06-01,2023-06-07
"knizner, andrew",668800,1,2023-06-01,2023-06-07
"lewis, royce",668904,1,2023-06-01,2023-06-07
"langeliers, shea",669127,1,2023-06-01,2023-06-07
"murphy, sean",669221,1,2023-06-01,2023-06-07
"smith, will",669257,1,2023-06-01,2023-06-07
"gorman, nolan",669357,1,2023-06-01,2023-06-07
"burger, jake",669394,1,2023-06-01,2023-06-07
"raley, luke",670042,1,2023-06-01,2023-06-07
"álvarez, yordan",670541,3,2023-06-01,2023-06-07
"paredes, isaac",670623,1,2023-06-01,2023-06-07
"waters, drew",671221,1,2023-06-01,2023-06-07
"garcía, luis",671277,1,2023-06-01,2023-06-07
"harris, michael",671739,1,2023-06-01,2023-06-07
"kirk, alejandro",672386,1,2023-06-01,2023-06-07
"garcía, maikel",672580,1,2023-06-01,2023-06-07
"diaz, yainer",673237,1,2023-06-01,2023-06-07
"noda, ryan",676116,1,2023-06-01,2023-06-07
"burleson, alec",676475,1,2023-06-01,2023-06-07
"meyers, jake",676694,1,2023-06-01,2023-06-07
"mccormick, chas",676801,1,2023-06-01,2023-06-07
